Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor1-95,5182482.819,245671.649,88.023,,,,1688484382,2023-07-04
nor1-96,5182483.853,245671.269,88.004,,,,1688484383,2023-07-04
nor1-97,5182484.835,245670.917,87.993,,,,1688484384,2023-07-04
nor1-98,5182484.920,245670.867,87.977,,,,1688484385,2023-07-04
nor1-99,5182485.300,245670.715,87.970,,,,1688484386,2023-07-04
nor1-100,5182486.015,245670.448,87.970,,,,1688484387,2023-07-04
nor1-101,5182486.843,245670.135,87.964,,,,1688484388,2023-07-04
nor1-102,5182487.671,245669.831,87.970,,,,1688484389,2023-07-04
nor1-103,5182488.540,245669.509,87.968,,,,1688484390,2023-07-04
nor1-104,5182489.130,245669.319,87.974,,,,1688484391,2023-07-04
nor1-105,5182489.812,245668.998,87.976,,,,1688484392,2023-07-04
nor1-106,5182490.696,245668.599,87.956,,,,1688484393,2023-07-04
nor1-107,5182491.634,245668.141,87.976,,,,1688484394,2023-07-04
nor1-108,5182492.538,245667.658,87.946,,,,1688484395,2023-07-04
nor1-109,5182493.710,245667.106,87.930,,,,1688484396,2023-07-04
nor1-110,5182494.798,245666.489,87.913,,,,1688484397,2023-07-04
nor1-111,5182495.906,245665.847,87.945,,,,1688484398,2023-07-04
nor1-112,5182497.067,245665.198,87.970,,,,1688484399,2023-07-04
nor1-113,5182498.107,245664.549,87.931,,,,1688484400,2023-07-04
nor1-114,5182499.236,245663.872,87.993,,,,1688484401,2023-07-04
nor1-115,5182500.259,245663.255,87.971,,,,1688484402,2023-07-04
nor1-116,5182501.294,245662.627,87.994,,,,1688484403,2023-07-04
nor1-117,5182502.287,245661.988,87.966,,,,1688484404,2023-07-04
nor1-118,5182503.258,245661.360,87.962,,,,1688484405,2023-07-04
nor1-119,5182504.245,245660.746,87.969,,,,1688484406,2023-07-04
nor1-120,5182505.271,245660.091,87.994,,,,1688484407,2023-07-04
nor1-121,5182506.324,245659.431,88.005,,,,1688484408,2023-07-04
nor1-122,5182507.364,245658.755,87.991,,,,1688484409,2023-07-04
nor1-123,5182508.449,245658.054,88.021,,,,1688484410,2023-07-04
nor1-124,5182509.488,245657.406,88.004,,,,1688484411,2023-07-04
nor1-125,5182510.556,245656.744,88.025,,,,1688484412,2023-07-04
nor1-126,5182511.677,245656.049,88.047,,,,1688484413,2023-07-04
nor1-127,5182512.872,245655.309,88.022,,,,1688484414,2023-07-04
nor1-128,5182513.865,245654.648,88.010,,,,1688484415,2023-07-04
nor1-129,5182514.816,245654.173,88.005,,,,1688484416,2023-07-04
nor1-130,5182515.912,245653.827,88.021,,,,1688484417,2023-07-04
nor1-131,5182516.912,245653.916,87.998,,,,1688484418,2023-07-04
nor1-132,5182517.858,245654.230,88.017,,,,1688484419,2023-07-04
nor1-133,5182518.742,245654.705,88.047,,,,1688484420,2023-07-04
nor1-134,5182519.573,245655.351,88.094,,,,1688484421,2023-07-04
nor1-135,5182520.202,245656.027,88.074,,,,1688484422,2023-07-04
nor1-136,5182520.769,245656.899,88.118,,,,1688484423,2023-07-04
nor1-137,5182521.144,245657.762,88.119,,,,1688484424,2023-07-04
nor1-138,5182521.379,245658.772,88.149,,,,1688484425,2023-07-04
nor1-139,5182521.380,245659.805,88.162,,,,1688484427,2023-07-04
nor1-140,5182521.178,245660.788,88.154,,,,1688484428,2023-07-04
nor1-141,5182520.820,245661.708,88.160,,,,1688484428,2023-07-04
nor1-142,5182520.249,245662.523,88.179,,,,1688484434,2023-07-04
nor1-143,5182519.501,245663.142,88.175,,,,1688484436,2023-07-04
nor1-144,5182518.640,245663.544,88.171,,,,1688484436,2023-07-04
nor1-145,5182518.027,245663.745,88.156,,,,1688484437,2023-07-04
nor1-146,5182517.077,245664.091,88.152,,,,1688484437,2023-07-04
nor1-147,5182516.049,245664.550,88.158,,,,1688484438,2023-07-04
nor1-148,5182514.654,245665.170,88.155,,,,1688484438,2023-07-04
nor1-149,5182514.020,245665.438,88.151,,,,1688484439,2023-07-04
nor1-150,5182513.165,245666.093,88.137,,,,1688484439,2023-07-04
nor1-151,5182512.165,245667.162,88.124,,,,1688484439,2023-07-04
nor1-152,5182511.370,245668.032,88.062,,,,1688484439,2023-07-04
nor1-153,5182510.877,245669.238,88.021,,,,1688484440,2023-07-04
nor1-154,5182510.435,245670.529,87.982,,,,1688484441,2023-07-04
nor1-155,5182510.027,245671.365,87.962,,,,1688484442,2023-07-04
nor1-156,5182509.204,245672.388,88.055,,,,1688484443,2023-07-04
nor1-157,5182508.333,245673.493,88.073,,,,1688484445,2023-07-04
nor1-158,5182507.423,245674.595,88.103,,,,1688484445,2023-07-04
nor1-159,5182506.493,245675.663,88.075,,,,1688484446,2023-07-04
nor1-160,5182505.530,245676.675,88.098,,,,1688484447,2023-07-04
nor1-161,5182504.493,245677.755,88.086,,,,1688484448,2023-07-04
nor1-162,5182503.459,245678.816,88.114,,,,1688484449,2023-07-04
nor1-163,5182502.390,245679.820,88.096,,,,1688484450,2023-07-04
nor1-164,5182501.320,245680.825,88.084,,,,1688484451,2023-07-04
nor1-165,5182500.236,245681.802,88.095,,,,1688484452,2023-07-04
nor1-166,5182499.168,245682.644,88.103,,,,1688484453,2023-07-04
nor1-167,5182498.486,245683.294,88.127,,,,1688484454,2023-07-04
nor1-168,5182497.708,245684.533,88.071,,,,1688484455,2023-07-04
nor1-169,5182497.070,245685.835,88.069,,,,1688484456,2023-07-04
nor1-170,5182496.558,245687.245,88.035,,,,1688484457,2023-07-04
nor1-171,5182496.162,245688.541,88.021,,,,1688484458,2023-07-04
nor1-172,5182495.858,245689.477,87.985,,,,1688484459,2023-07-04
nor1-173,5182495.389,245690.237,87.982,,,,1688484460,2023-07-04
nor1-174,5182494.652,245690.967,88.016,,,,1688484461,2023-07-04
nor1-175,5182493.868,245691.672,88.034,,,,1688484462,2023-07-04
nor1-176,5182493.106,245692.281,88.042,,,,1688484463,2023-07-04
nor1-177,5182492.369,245692.881,88.052,,,,1688484464,2023-07-04
nor1-178,5182491.740,245693.448,88.007,,,,1688484465,2023-07-04
nor1-179,5182490.937,245694.053,87.999,,,,1688484466,2023-07-04
nor1-180,5182490.184,245694.551,88.019,,,,1688484467,2023-07-04
nor1-181,5182489.366,245695.076,87.996,,,,1688484468,2023-07-04
nor1-182,5182488.541,245695.586,88.040,,,,1688484469,2023-07-04
nor1-183,5182487.884,245695.988,88.000,,,,1688484470,2023-07-04
nor1-184,5182487.121,245696.231,87.988,,,,1688484471,2023-07-04
nor1-185,5182486.191,245696.311,88.030,,,,1688484472,2023-07-04
nor1-186,5182485.364,245696.263,87.991,,,,1688484473,2023-07-04
nor1-187,5182484.689,245696.150,88.012,,,,1688484474,2023-07-04
nor1-188,5182483.923,245696.060,88.003,,,,1688484475,2023-07-04
nor1-189,5182482.801,245696.064,87.982,,,,1688484476,2023-07-04
nor1-190,5182481.529,245696.062,87.984,,,,1688484477,2023-07-04
nor1-191,5182480.218,245696.030,87.978,,,,1688484478,2023-07-04
nor1-192,5182479.098,245695.999,87.953,,,,1688484479,2023-07-04
nor1-193,5182478.154,245695.936,87.982,,,,1688484480,2023-07-04
nor1-194,5182477.251,245695.902,87.970,,,,1688484481,2023-07-04
nor1-195,5182476.609,245695.887,87.974,,,,1688484482,2023-07-04
nor1-196,5182476.195,245695.871,87.960,,,,1688484483,2023-07-04
nor1-197,5182476.206,245695.865,87.966,,,,1688484484,2023-07-04
nor1-198,5182476.200,245695.868,87.966,,,,1688484485,2023-07-04
nor1-199,5182476.200,245695.865,87.965,,,,1688484486,2023-07-04
nor1-200,5182476.204,245695.868,87.970,,,,1688484487,2023-07-04
nor1-201,5182476.204,245695.866,87.974,,,,1688484488,2023-07-04
nor1-202,5182476.204,245695.866,87.970,,,,1688484489,2023-07-04
nor1-203,5182476.203,245695.863,87.971,,,,1688484490,2023-07-04
nor1-204,5182476.202,245695.864,87.975,,,,1688484491,2023-07-04
nor1-205,5182476.204,245695.863,87.979,,,,1688484492,2023-07-04
nor1-206,5182476.201,245695.861,87.982,,,,1688484493,2023-07-04
nor1-207,5182476.118,245695.865,87.965,,,,1688484494,2023-07-04
nor1-208,5182475.395,245695.850,87.931,,,,1688484495,2023-07-04
nor1-209,5182474.550,245695.752,87.984,,,,1688484496,2023-07-04
nor1-210,5182473.657,245695.545,87.989,,,,1688484497,2023-07-04
nor1-211,5182472.791,245695.254,87.972,,,,1688484498,2023-07-04
nor1-212,5182471.897,245694.933,87.986,,,,1688484499,2023-07-04
nor1-213,5182470.951,245694.562,87.974,,,,1688484500,2023-07-04
nor1-214,5182470.017,245694.154,87.974,,,,1688484501,2023-07-04
nor1-215,5182469.164,245693.768,87.927,,,,1688484502,2023-07-04
nor1-216,5182468.389,245693.386,87.914,,,,1688484503,2023-07-04
nor1-217,5182467.610,245692.956,87.927,,,,1688484504,2023-07-04
nor1-218,5182466.906,245692.541,87.940,,,,1688484505,2023-07-04
nor1-219,5182466.232,245692.139,87.909,,,,1688484506,2023-07-04
nor1-220,5182465.534,245691.700,87.914,,,,1688484507,2023-07-04
nor1-221,5182464.865,245691.244,87.918,,,,1688484508,2023-07-04
nor1-222,5182464.224,245690.798,87.925,,,,1688484509,2023-07-04
nor1-223,5182463.566,245690.309,87.913,,,,1688484510,2023-07-04
nor1-224,5182463.167,245689.994,87.919,,,,1688484511,2023-07-04
nor1-225,5182462.769,245689.674,87.946,,,,1688484512,2023-07-04
nor1-226,5182461.731,245689.108,87.951,,,,1688484513,2023-07-04
nor1-227,5182460.724,245688.590,87.945,,,,1688484514,2023-07-04
nor1-228,5182459.711,245688.120,87.913,,,,1688484515,2023-07-04
nor1-229,5182458.660,245687.685,87.945,,,,1688484516,2023-07-04
nor1-230,5182457.602,245687.291,87.974,,,,1688484517,2023-07-04
nor1-231,5182456.491,245686.933,87.934,,,,1688484518,2023-07-04
nor1-232,5182455.256,245686.595,87.907,,,,1688484519,2023-07-04
nor1-233,5182454.005,245686.310,87.942,,,,1688484520,2023-07-04
nor1-234,5182453.058,245686.027,87.896,,,,1688484521,2023-07-04
nor1-235,5182451.943,245685.598,87.911,,,,1688484522,2023-07-04
nor1-236,5182450.798,245685.177,87.893,,,,1688484523,2023-07-04
nor1-237,5182449.838,245684.869,87.929,,,,1688484524,2023-07-04
nor1-238,5182449.619,245684.988,87.882,,,,1688484525,2023-07-04
nor1-239,5182449.105,245684.284,87.947,,,,1688484526,2023-07-04
nor1-240,5182448.846,245683.311,88.002,,,,1688484527,2023-07-04
nor1-241,5182449.006,245682.531,88.017,,,,1688484528,2023-07-04
nor1-242,5182449.328,245681.877,87.994,,,,1688484529,2023-07-04
nor1-243,5182450.058,245681.047,87.988,,,,1688484530,2023-07-04
nor1-244,5182450.750,245680.403,87.957,,,,1688484531,2023-07-04
nor1-245,5182451.587,245679.765,87.972,,,,1688484532,2023-07-04
nor1-246,5182452.487,245679.244,87.922,,,,1688484533,2023-07-04
nor1-247,5182453.446,245678.731,87.909,,,,1688484534,2023-07-04
nor1-248,5182454.579,245678.113,87.939,,,,1688484535,2023-07-04
nor1-249,5182455.817,245677.396,87.879,,,,1688484536,2023-07-04
nor1-250,5182457.048,245676.609,87.900,,,,1688484537,2023-07-04
nor1-251,5182458.266,245675.896,87.798,,,,1688484538,2023-07-04
nor1-252,5182459.126,245675.116,87.846,,,,1688484539,2023-07-04
nor1-253,5182460.055,245673.978,87.874,,,,1688484540,2023-07-04
nor1-254,5182461.019,245672.873,87.911,,,,1688484541,2023-07-04
nor1-255,5182461.910,245671.849,87.924,,,,1688484542,2023-07-04
nor1-256,5182462.834,245670.940,87.927,,,,1688484543,2023-07-04
nor1-257,5182463.799,245670.088,87.905,,,,1688484544,2023-07-04
nor1-258,5182464.702,245669.413,87.890,,,,1688484545,2023-07-04
nor1-259,5182465.435,245668.890,87.865,,,,1688484546,2023-07-04
nor1-260,5182466.318,245668.370,87.887,,,,1688484547,2023-07-04
nor1-261,5182466.775,245668.139,87.899,,,,1688484548,2023-07-04
nor1-262,5182467.125,245667.789,87.834,,,,1688484549,2023-07-04
nor1-263,5182467.658,245666.893,87.905,,,,1688484550,2023-07-04
nor1-264,5182467.856,245666.567,87.839,,,,1688484551,2023-07-04
nor1-265,5182467.065,245665.326,87.857,,,,1688484552,2023-07-04
nor1-266,5182466.569,245664.770,87.870,,,,1688484553,2023-07-04
nor1-267,5182466.195,245664.275,87.832,,,,1688484554,2023-07-04
nor1-268,5182465.855,245663.670,87.852,,,,1688484555,2023-07-04
nor1-269,5182465.308,245662.511,87.896,,,,1688484556,2023-07-04
nor1-270,5182464.931,245661.569,87.835,,,,1688484557,2023-07-04
nor1-271,5182464.121,245660.386,87.936,,,,1688484558,2023-07-04
nor1-272,5182463.258,245659.186,87.925,,,,1688484559,2023-07-04
nor1-273,5182462.339,245657.979,88.032,,,,1688484560,2023-07-04
nor1-274,5182461.423,245656.854,88.041,,,,1688484561,2023-07-04
nor1-275,5182460.459,245655.674,87.975,,,,1688484562,2023-07-04
nor1-276,5182459.505,245654.560,88.099,,,,1688484563,2023-07-04
nor1-277,5182458.864,245653.782,88.154,,,,1688484564,2023-07-04
nor1-278,5182458.397,245653.209,88.180,,,,1688484565,2023-07-04
nor1-279,5182458.332,245653.006,88.090,,,,1688484566,2023-07-04
nor1-280,5182457.717,245652.394,88.128,,,,1688484567,2023-07-04
nor1-281,5182457.045,245652.437,88.128,,,,1688484568,2023-07-04
nor1-282,5182455.881,245653.204,88.173,,,,1688484569,2023-07-04
nor1-283,5182454.883,245654.218,88.241,,,,1688484570,2023-07-04
nor1-284,5182454.128,245655.221,88.150,,,,1688484571,2023-07-04
nor1-285,5182453.487,245656.085,88.135,,,,1688484572,2023-07-04
nor1-286,5182452.748,245656.852,88.161,,,,1688484573,2023-07-04
nor1-287,5182451.905,245657.481,88.186,,,,1688484574,2023-07-04
nor1-288,5182450.855,245658.208,88.117,,,,1688484575,2023-07-04
nor1-289,5182449.876,245658.947,88.206,,,,1688484576,2023-07-04
nor1-290,5182448.902,245659.628,88.156,,,,1688484577,2023-07-04
nor1-291,5182447.916,245660.302,88.196,,,,1688484578,2023-07-04
nor1-292,5182447.049,245660.907,88.174,,,,1688484579,2023-07-04
nor1-293,5182446.082,245661.572,88.202,,,,1688484580,2023-07-04
nor1-294,5182445.061,245662.137,88.158,,,,1688484581,2023-07-04
nor1-295,5182444.046,245662.763,88.180,,,,1688484582,2023-07-04
nor1-296,5182443.020,245663.383,88.203,,,,1688484583,2023-07-04
nor1-297,5182441.983,245663.981,88.206,,,,1688484584,2023-07-04
nor1-298,5182440.836,245664.632,88.227,,,,1688484585,2023-07-04
nor1-299,5182439.682,245665.243,88.210,,,,1688484586,2023-07-04
nor1-300,5182438.582,245665.837,88.208,,,,1688484587,2023-07-04
nor1-301,5182437.552,245666.401,88.223,,,,1688484588,2023-07-04
nor1-302,5182436.566,245666.977,88.196,,,,1688484589,2023-07-04
nor1-303,5182435.482,245667.676,88.227,,,,1688484590,2023-07-04
nor1-304,5182434.434,245668.413,88.175,,,,1688484591,2023-07-04
nor1-305,5182433.426,245669.151,88.206,,,,1688484592,2023-07-04
nor1-306,5182432.364,245669.887,88.185,,,,1688484593,2023-07-04
nor1-307,5182431.909,245670.150,88.208,,,,1688484594,2023-07-04
nor1-308,5182431.506,245670.432,88.173,,,,1688484595,2023-07-04
nor1-309,5182431.203,245670.611,88.141,,,,1688484596,2023-07-04
nor1-310,5182430.689,245671.531,88.224,,,,1688484597,2023-07-04
nor1-311,5182430.565,245672.594,88.187,,,,1688484598,2023-07-04
nor1-312,5182430.858,245674.054,88.179,,,,1688484599,2023-07-04
nor1-313,5182431.322,245675.395,88.078,,,,1688484600,2023-07-04
nor1-314,5182431.930,245676.561,88.071,,,,1688484601,2023-07-04
nor1-315,5182432.289,245677.233,88.118,,,,1688484602,2023-07-04
nor1-316,5182432.705,245677.998,88.061,,,,1688484603,2023-07-04
nor1-317,5182433.083,245678.801,88.062,,,,1688484604,2023-07-04
nor1-318,5182433.555,245679.858,88.079,,,,1688484605,2023-07-04
nor1-319,5182434.006,245680.809,88.100,,,,1688484606,2023-07-04
nor1-320,5182434.357,245681.664,88.094,,,,1688484607,2023-07-04
nor1-321,5182434.641,245682.426,88.083,,,,1688484608,2023-07-04
nor1-322,5182435.071,245683.440,88.041,,,,1688484609,2023-07-04
nor1-323,5182435.514,245684.491,87.985,,,,1688484611,2023-07-04
nor1-324,5182435.957,245685.549,88.041,,,,1688484611,2023-07-04
nor1-325,5182436.365,245686.593,88.057,,,,1688484612,2023-07-04
nor1-326,5182436.696,245687.324,87.978,,,,1688484614,2023-07-04
nor1-327,5182436.973,245687.982,88.042,,,,1688484616,2023-07-04
nor1-328,5182437.219,245688.672,88.034,,,,1688484616,2023-07-04
nor1-329,5182437.318,245688.853,88.064,,,,1688484617,2023-07-04
nor1-330,5182437.483,245689.412,88.052,,,,1688484617,2023-07-04
nor1-331,5182437.586,245689.733,88.070,,,,1688484619,2023-07-04
nor1-332,5182437.831,245690.368,88.053,,,,1688484619,2023-07-04
nor1-333,5182437.686,245691.083,88.075,,,,1688484620,2023-07-04
nor1-334,5182437.535,245692.049,88.068,,,,1688484621,2023-07-04
nor1-335,5182437.069,245692.596,88.025,,,,1688484622,2023-07-04
nor1-336,5182436.175,245693.197,88.061,,,,1688484623,2023-07-04
nor1-337,5182435.415,245693.568,88.067,,,,1688484624,2023-07-04
nor1-338,5182434.854,245693.862,88.113,,,,1688484625,2023-07-04
nor1-339,5182433.537,245694.618,88.120,,,,1688484626,2023-07-04
nor1-340,5182432.284,245695.460,88.092,,,,1688484627,2023-07-04
nor1-341,5182431.128,245696.403,88.092,,,,1688484629,2023-07-04
nor1-342,5182429.978,245697.341,88.086,,,,1688484629,2023-07-04
nor1-343,5182428.831,245698.297,88.116,,,,1688484630,2023-07-04
nor1-344,5182427.703,245699.267,88.112,,,,1688484631,2023-07-04
nor1-345,5182426.597,245700.227,88.133,,,,1688484632,2023-07-04
nor1-346,5182425.479,245701.217,88.168,,,,1688484634,2023-07-04
nor1-347,5182424.372,245702.188,88.145,,,,1688484636,2023-07-04
nor1-348,5182423.280,245703.192,88.162,,,,1688484639,2023-07-04
nor1-349,5182422.302,245704.114,88.162,,,,1688484641,2023-07-04
nor1-350,5182421.707,245704.641,88.168,,,,1688484650,2023-07-04
nor1-351,5182421.312,245705.425,88.162,,,,1688484656,2023-07-04
nor1-352,5182420.947,245706.183,88.161,,,,1688484656,2023-07-04
nor1-353,5182421.419,245707.480,88.106,,,,1688484661,2023-07-04
nor1-354,5182422.108,245708.176,87.987,,,,1688484661,2023-07-04
nor1-355,5182423.388,245708.704,88.021,,,,1688484661,2023-07-04
nor1-356,5182424.666,245709.161,88.012,,,,1688484661,2023-07-04
nor1-357,5182425.869,245709.508,88.019,,,,1688484661,2023-07-04
nor1-358,5182426.179,245709.513,88.025,,,,1688484661,2023-07-04
nor1-359,5182426.592,245709.660,88.022,,,,1688484661,2023-07-04
nor1-360,5182427.080,245710.150,88.042,,,,1688484661,2023-07-04
nor1-361,5182427.194,245710.939,88.023,,,,1688484662,2023-07-04
nor1-362,5182477.409,245707.417,87.956,,,,1688484757,2023-07-04
nor1-363,5182477.412,245707.417,87.950,,,,1688484758,2023-07-04
nor1-364,5182477.410,245707.422,87.966,,,,1688484759,2023-07-04
nor1-365,5182477.405,245707.420,87.974,,,,1688484760,2023-07-04
nor1-366,5182477.409,245707.422,87.981,,,,1688484761,2023-07-04
nor1-367,5182477.412,245707.420,87.977,,,,1688484762,2023-07-04
nor1-368,5182477.410,245707.419,87.969,,,,1688484763,2023-07-04
nor1-369,5182477.407,245707.416,87.967,,,,1688484764,2023-07-04
nor1-370,5182477.407,245707.417,87.969,,,,1688484765,2023-07-04
nor1-371,5182477.409,245707.412,87.977,,,,1688484766,2023-07-04
nor1-372,5182477.409,245707.416,87.978,,,,1688484767,2023-07-04
nor1-373,5182477.408,245707.417,87.981,,,,1688484768,2023-07-04
nor1-374,5182477.405,245707.418,87.984,,,,1688484769,2023-07-04
nor1-375,5182477.409,245707.419,87.981,,,,1688484770,2023-07-04
nor1-376,5182477.409,245707.417,87.974,,,,1688484771,2023-07-04
nor1-377,5182477.409,245707.416,87.975,,,,1688484772,2023-07-04
nor1-378,5182477.406,245707.415,87.976,,,,1688484773,2023-07-04
